PName,Yseason,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,VHI,SMCI,EVI,GNDVI,SAVI,SR,EDI,TCI,albedo,Yield,CWP,ETa,LST
CP2662,LS2022,0.43953887,0.42053057,0.4062861,0.4195528,0.42525557,0.46908057,0.503975,0.4741778,0.52125,0.20096111,0.1047,0.4177778,0.31449167,0.043321084,0.17576116,2.2183094,0.09705924,0.13275972,0.088513814,0.07272103,0.008744063,0.41538998,0.7094123,7.59534,9.340099,37.93
CP2663,LS2022,0.45858887,0.44515,0.43314165,0.45908613,0.45874443,0.4943472,0.52723613,0.49463057,0.5445528,0.20766667,0.10474445,0.44493887,0.33706943,0.03518072,0.16515931,0.2984176,0.08112781,0.08408514,0.05606131,0.053363692,0.005129942,0.41393888,0.7073448,7.573208,9.340095,38.75
CP2664,LS2022,0.41908613,0.39244443,0.37545,0.3935389,0.3979361,0.43086113,0.46148613,0.42898057,0.477825,0.19026111,0.10466111,0.39646943,0.3065111,0.013208001,0.13461111,-1.3346088,0.07901986,0.08400666,0.056009177,0.04626544,-0.002773857,0.21293204,4.917829,4.9443703,99.46325,38.75
CP2665,LS2022,0.44631387,0.43516387,0.42625557,0.45086665,0.4391528,0.4968222,0.5364,0.50148335,0.55780557,0.20057222,0.10451111,0.44165835,0.32905,0.055670332,0.20202512,5.5629888,0.09917807,0.10849002,0.07233199,0.08844756,0.007704263,0.35047355,1.5304524,7.1582413,21.38388,38.75
CP2666,LS2022,0.4432972,0.42888335,0.40725557,0.4117528,0.41875,0.47323335,0.51278887,0.49346943,0.533325,0.19748889,0.10413334,0.42165,0.31449167,0.07119918,0.21720672,-1.9263625,0.11893253,0.18295646,0.121980555,0.10371199,0.024095124,0.29529,3.3050671,6.0397186,54.74606,38.75
CP2667,LS2022,0.4429028,0.4326722,0.42424165,0.4590278,0.45826113,0.49736665,0.5310722,0.506375,0.5511222,0.19857778,0.10440555,0.4923722,0.37589443,0.005726475,0.13613948,-0.059596196,0.10515384,0.090582564,0.06039235,0.059117395,0.01165905,0.35941687,1.1705182,7.4233623,15.801856,36.63
CP2668,LS2022,0.46843335,0.43769443,0.43138057,0.46685557,0.47586113,0.5161778,0.55331387,0.51069443,0.5740222,0.20166666,0.10431111,0.4974472,0.38210557,0.000643299,0.13101515,0.84229094,0.10453137,0.08865179,0.059105285,0.04217642,-0.005823586,0.50903183,0.69585535,7.449479,9.340993,36.63
CP2671,LS2022,0.45430557,0.44933887,0.4441028,0.50226665,0.49359443,0.52828613,0.5641778,0.53511113,0.58111113,0.19768889,0.10455,0.5298472,0.40084722,-0.009765038,0.12535185,1.0113016,0.11904479,0.06289687,0.041933954,0.047887247,0.009035599,0.241415,4.44015,5.2619147,84.40023,39.53
CP2672,LS2022,0.44401665,0.42984165,0.42148887,0.4646278,0.463325,0.49919165,0.5331528,0.49703057,0.5510528,0.19578334,0.10422222,0.48496665,0.36405557,-0.005971479,0.13112392,-0.061730742,0.10331158,0.06832265,0.04555157,0.0436344,0.001574744,0.22812244,4.6629746,5.1088533,91.2782,39.53
CP2673,LS2022,0.4377722,0.42283613,0.41283613,0.4581028,0.45995557,0.49663613,0.53333335,0.49336113,0.55083887,0.1931,0.10414445,0.50216943,0.3860111,-0.023358978,0.10315291,0.17936037,0.11009455,0.07139029,0.047596887,0.042025384,-0.002812886,0.2717942,3.8309722,5.6900105,67.336845,39.53
CP2674,LS2022,0.42540835,0.413575,0.4083389,0.45549443,0.460775,0.49935835,0.53788613,0.50246387,0.55999165,0.18594166,0.10367778,0.52059443,0.39794167,-0.021270333,0.10902192,0.10545002,0.12652625,0.09478639,0.063195385,0.051337495,0.004902991,0.2654023,3.948414,5.610142,70.379974,39.27
CP2675,LS2022,0.41844443,0.39810278,0.3963,0.44920557,0.44563887,0.48375557,0.52241943,0.49123057,0.54515835,0.18449722,0.10343889,0.51159443,0.3841611,-0.024382154,0.115153365,-0.24680477,0.13120165,0.0886199,0.059084255,0.058354907,0.009864369,0.26780018,3.87965,5.6524267,68.638214,39.27
CP2676,LS2022,0.4247,0.40582778,0.40260557,0.46334443,0.460275,0.49613057,0.534275,0.501275,0.55235,0.18603611,0.10365555,0.5312778,0.4102472,-0.031149657,0.097035,-0.4949803,0.1323631,0.07085882,0.04724221,0.04840078,0.007115484,0.27624553,3.7227788,5.7669935,64.55441,39.27
CP2677,LS2022,0.42413057,0.40706943,0.40662222,0.44770557,0.4481278,0.49395,0.53680835,0.50505835,0.5638528,0.18396945,0.10374445,0.51663613,0.38445278,-0.011209115,0.13287663,-0.44573087,0.12686124,0.1079472,0.07196934,0.06840383,0.013829776,0.27731416,3.706234,5.784963,64.06799,39.27
CP2678,LS2022,0.4335278,0.40955278,0.4089,0.45538887,0.45619443,0.49408057,0.53220557,0.49351665,0.55471387,0.19080834,0.10401666,0.50175557,0.37961667,-0.021378966,0.11387351,0.20217893,0.11585239,0.07941287,0.052945524,0.04785243,0.002141635,0.23749559,4.4885874,5.228101,85.86098,40.09
CP2679,LS2022,0.43524443,0.42156665,0.41841943,0.46531113,0.4625778,0.4967972,0.53343887,0.50271113,0.55575557,0.19075834,0.104,0.50024443,0.3767139,-0.009212687,0.12835324,1.0365332,0.11465191,0.07956298,0.053045817,0.052533932,0.01117903,0.20882976,4.920963,4.9225907,99.97689,40.09
CP2680,LS2022,0.43563613,0.41523335,0.40690278,0.42793887,0.43831665,0.48888057,0.52751665,0.49725557,0.55203887,0.19877222,0.10481666,0.46075,0.33865,0.021282988,0.17249618,-0.063017786,0.1270889,0.15938437,0.10626451,0.08283542,0.013510748,0.26369935,3.982106,5.577767,71.39951,40.09
CP2681,LS2022,0.45428887,0.4269028,0.4196222,0.45221665,0.4642722,0.5070222,0.54413613,0.50183057,0.56798335,0.20514443,0.10516111,0.4843278,0.3647389,0.003072439,0.14129286,0.3299614,0.118271984,0.1189509,0.07930705,0.05575495,-0.001115757,0.26275575,3.9743613,5.579397,71.23281,40.09
CP2682,LS2022,0.4553222,0.4336028,0.43043887,0.48841665,0.48300557,0.52163887,0.5592472,0.52444165,0.5814972,0.20313055,0.10509445,0.51961665,0.39896667,-0.006935451,0.12275822,-0.05210426,0.12625405,0.07079439,0.047199503,0.052672736,0.006716867,0.25218675,4.1475537,5.4500256,76.10513,40.89
CP2683,LS2022,0.457875,0.44816943,0.44276387,0.50525835,0.5004278,0.53173613,0.56681943,0.53306943,0.5858278,0.20045278,0.10421111,0.52900835,0.40668333,-0.009910665,0.11728537,-0.04668711,0.11955833,0.055492915,0.036997773,0.03845575,0.002961568,0.21353646,4.839081,4.966229,97.44036,40.89
CP2684,LS2022,0.44194443,0.42618335,0.4224722,0.4689972,0.46793335,0.50326387,0.54011387,0.505275,0.56021943,0.19333055,0.10427778,0.49899165,0.38115,-0.007877971,0.12315712,0.049568404,0.11459606,0.076456115,0.050974395,0.04701485,0.004587461,0.24088708,4.3902783,5.276468,83.20912,40.89
CP2685,LS2022,0.46295,0.44781387,0.44165,0.49061665,0.5043278,0.5409722,0.57973057,0.5347472,0.60199165,0.20273055,0.10477778,0.55646113,0.42398613,-0.0385597,0.09295426,2.8913283,0.12967919,0.09422359,0.06282022,0.035251547,-0.006056073,0.24124922,4.3845527,5.269132,83.225494,40.89
CP2686,LS2022,0.44665,0.44061387,0.43566387,0.4884222,0.4927222,0.53718335,0.57855,0.5417528,0.6033028,0.19441389,0.10429445,0.5645222,0.41773887,-0.037502415,0.109863326,0.09940759,0.14388834,0.10967802,0.0731238,0.06079942,0.007125544,0.24972583,4.2258115,5.381625,78.54372,41.45
CP2687,LS2022,0.4168778,0.40220557,0.39600833,0.440575,0.45385557,0.50270835,0.54736387,0.5067472,0.5749222,0.18653334,0.10385,0.54584165,0.40086667,-0.04923871,0.10293402,0.48236042,0.1551121,0.142978,0.09532559,0.07232494,0.008914505,0.25571516,4.0778857,5.4749975,74.48631,41.45
CP2688,LS2022,0.39662778,0.38697778,0.3773889,0.4142528,0.42113887,0.46091387,0.4987972,0.46769443,0.51934443,0.17808055,0.10388334,0.49011387,0.36452778,-0.03530946,0.10909616,0.7085774,0.12696573,0.112629846,0.07509214,0.06186319,0.008630608,0.19656639,5.0701343,4.771492,106.260574,39.73
CP2689,LS2022,0.3961861,0.363625,0.36510278,0.42796113,0.439375,0.4812472,0.52236943,0.47641943,0.54861943,0.18258889,0.10395264,0.5494278,0.42466943,-0.078165986,0.048789356,0.6384794,0.15126295,0.09119524,0.060800683,0.04278109,-0.006795468,0.26251048,3.8647173,5.589903,69.13774,42.45
CP2690,LS2022,0.39996052,0.37408684,0.37208684,0.4275184,0.43473687,0.47475264,0.51499736,0.46543423,0.5394737,0.17971052,0.10381578,0.51555,0.39489211,-0.061612595,0.06901052,0.09098703,0.13304855,0.07896956,0.05265006,0.041158315,-0.008210053,0.19224325,5.107784,4.7062883,108.645744,42.45
CP2691,LS2022,0.42474736,0.4102921,0.40461316,0.46935,0.46806577,0.50899473,0.54935,0.51760264,0.57309736,0.19021842,0.10387368,0.5669763,0.43260264,-0.051093027,0.08370818,1.259372,0.14674337,0.08502586,0.05668731,0.05693735,0.010480795,0.25393155,4.0743142,5.442293,74.87827,42.45
CP2692,LS2022,0.42342896,0.39972632,0.38737368,0.42614736,0.4279763,0.4654579,0.5015763,0.4747737,0.5230079,0.18945,0.10397894,0.48460264,0.35845527,-0.022176977,0.12728901,0.34566537,0.12762338,0.11045246,0.07364074,0.0665117,0.015231222,0.22251542,4.580937,5.096527,89.9113,42.45
CP2693,LS2022,0.42451313,0.3942,0.38351052,0.4305579,0.44078945,0.47675264,0.51331055,0.4675263,0.53446577,0.18622894,0.1038421,0.50456313,0.38816316,-0.046453185,0.08263377,0.18040293,0.11679074,0.073206075,0.048807424,0.032687515,-0.01039148,0.24518938,4.2659805,5.3424735,79.8503,41.31
CP2694,LS2022,0.44524736,0.42160264,0.40631316,0.43816055,0.4379184,0.46633687,0.5009184,0.46743687,0.5232763,0.19005264,0.10403684,0.47434736,0.35882896,-0.022186356,0.115355335,-1.9453303,0.08478389,0.06733043,0.044890545,0.041473933,0.005592653,0.19768025,4.980891,4.8291306,103.21057,41.31
CP2695,LS2022,0.4549816,0.4321316,0.42764736,0.47512896,0.4775816,0.5091763,0.5480579,0.5076816,0.57125264,0.19588422,0.10408948,0.5381737,0.40032104,-0.043278385,0.10224415,0.005157888,0.10656245,0.06776453,0.045179553,0.03720884,0.001140979,0.30617684,2.8134705,6.2895713,44.734295,41.31
CP2696,LS2022,0.4638737,0.44290527,0.43655,0.4859079,0.4867737,0.52081577,0.5604184,0.51647104,0.58385,0.20047106,0.10445264,0.53271577,0.39555264,-0.033826858,0.110906795,0.78712124,0.110472426,0.06759008,0.045063406,0.035137326,-0.004953513,0.24419418,4.301081,5.318394,80.87606,41.31
CP2697,LS2022,0.48753687,0.45135264,0.44288687,0.48991055,0.49678687,0.5357684,0.5759816,0.52832896,0.6005579,0.20962896,0.10436316,0.55098423,0.41328945,-0.035281256,0.104786724,-0.17589653,0.11389172,0.07966784,0.053115603,0.037406914,-0.007249965,0.37063602,0.70992834,7.6011515,9.339747,40.42
CP2698,LS2022,0.4992,0.48516577,0.47503687,0.52390264,0.52150527,0.5547237,0.59194473,0.55810527,0.61370264,0.21347368,0.1044579,0.56131577,0.4204763,-0.012790322,0.1288168,0.138177,0.10402475,0.068952814,0.045971736,0.043696932,0.006755474,0.30591965,2.7025156,6.3776608,42.58828,40.42
CP2699,LS2022,0.5349316,0.5165421,0.5078684,0.5570684,0.55832896,0.59195264,0.63093423,0.58883945,0.65337104,0.2235,0.10431578,0.57522896,0.42872104,-0.002970181,0.13892563,0.32293975,0.09903804,0.067206174,0.044807423,0.035296123,-0.000506507,0.29305038,3.128174,6.1076407,51.298294,40.42
CP2700,LS2022,0.5132921,0.49223687,0.4841421,0.52435264,0.52688945,0.55739736,0.59216313,0.5561921,0.6133,0.21897896,0.1042421,0.54056055,0.40665789,0.006649309,0.14724326,0.27837476,0.087897435,0.06710911,0.044742826,0.03491695,-0.000578149,0.39332408,0.7055673,7.5543194,9.339919,40.92
CP2701,LS2022,0.4912316,0.48110527,0.46748945,0.50444736,0.50583945,0.5402079,0.57745264,0.54208687,0.6014737,0.21208948,0.10436842,0.52761313,0.39482368,0.008070298,0.151994,0.72973543,0.092871666,0.07567464,0.050453298,0.044889364,0.004272685,0.37873495,0.7083198,7.5839014,9.339782,40.92
CP2702,LS2022,0.4890763,0.46653945,0.4574763,0.51390527,0.51775527,0.5537263,0.59121313,0.54500264,0.6145237,0.20949473,0.10416842,0.56424473,0.42951055,-0.030112946,0.102963775,0.27392185,0.11110951,0.057142016,0.038097113,0.02947851,-0.009472309,0.36035806,1.118474,7.350746,15.306214,40.92
CP2703,LS2022,0.47597896,0.4602184,0.45324473,0.4999921,0.50083945,0.5366316,0.5772816,0.53944736,0.60442896,0.20447106,0.10402632,0.5521079,0.41369473,-0.015916755,0.12569982,0.3321579,0.10898934,0.07683149,0.051224384,0.04418046,0.003448298,0.29931137,3.0619934,6.146581,49.81835,40.92
CP2704,LS2022,0.44393687,0.4283684,0.41457896,0.44709473,0.44541577,0.4800737,0.51407104,0.48914736,0.53572104,0.19151316,0.10399474,0.4764421,0.35613157,0.000690286,0.14299066,1.9380991,0.10266159,0.08968289,0.05979303,0.058196723,0.014687874,0.31319872,2.572503,6.43036,40.009598,41.98
CP2705,LS2022,0.42606055,0.41753945,0.40372896,0.42531055,0.42862104,0.46725,0.50323687,0.47798945,0.52370527,0.18422632,0.10403684,0.4686737,0.34527632,-0.002878478,0.14382888,-3.2057736,0.10133394,0.11230795,0.0748775,0.06333678,0.011445734,0.26397473,3.874519,5.5929246,69.27906,41.98
CP2706,LS2022,0.45949473,0.44786313,0.4328579,0.4609579,0.46541577,0.50236055,0.53936577,0.51206313,0.56063423,0.19309474,0.10417632,0.49439473,0.36096316,0.008988618,0.16039209,0.61783195,0.1045666,0.11415542,0.07610942,0.06319151,0.015746245,0.25083074,4.4932114,6.081297,73.73782,41.98
CP2707,LS2022,0.47836313,0.4527921,0.44544736,0.4882579,0.48580527,0.52251313,0.56197896,0.52195,0.58498687,0.20000264,0.10395264,0.52101577,0.3893842,-0.006815508,0.13463365,0.34795213,0.0977892,0.068979695,0.04598975,0.046093937,0.001741858,0.3375175,1.7130295,6.95816,24.655746,41.98
CP2708,LS2022,0.44706665,0.42541943,0.40968335,0.41814443,0.4180528,0.45530557,0.4858222,0.46999165,0.5036972,0.19929166,0.10457222,0.41361665,0.31535,0.04826375,0.18238546,-0.91150874,0.09160709,0.12733947,0.084900476,0.07830972,0.018750302,0.36237434,0.87426373,7.495701,11.663548,41.52
CP2709,LS2022,0.449725,0.42501113,0.4040611,0.42000557,0.42186113,0.45883057,0.49054443,0.45995,0.51196113,0.2033,0.10762222,0.4273,0.32824443,0.017227944,0.14705983,-0.5129237,0.08216651,0.09686598,0.064582825,0.058939,0.004324574,0.39407745,0.7049869,7.5481,9.339925,41.52
CP2710,LS2022,0.46246665,0.43304165,0.41546943,0.42316113,0.427975,0.46848057,0.49998057,0.4753472,0.5216472,0.21153057,0.10907778,0.4169722,0.3149139,0.05264511,0.1911392,-0.8340385,0.095305145,0.14824301,0.098838285,0.0791182,0.013965311,0.37754256,0.7063315,7.5626216,9.339771,42.31
CP2711,LS2022,0.46398887,0.445425,0.4277278,0.44123335,0.44215557,0.47626665,0.50443335,0.47671387,0.52091665,0.20913333,0.10905,0.4336778,0.3292111,0.021326397,0.15749727,-0.4837402,0.0731016,0.09594716,0.06397098,0.057050083,0.003320866,0.3024562,3.073768,6.10986,50.325172,42.31
CP2712,LS2022,0.42426665,0.40700278,0.3879389,0.39752222,0.39927222,0.43473613,0.46441665,0.4454972,0.48148057,0.19310834,0.10810555,0.40415,0.3090889,0.02605892,0.15650761,-0.9602383,0.092637904,0.12493394,0.083296865,0.073954634,0.017128471,0.18694882,5.1208643,4.7125244,108.66735,42.31
CP2713,LS2022,0.4120278,0.39204443,0.37162778,0.37975278,0.38243057,0.41709165,0.44428335,0.41878613,0.45976387,0.18936666,0.10721111,0.39081667,0.294275,0.01636969,0.15460014,-0.45676953,0.07708085,0.105597325,0.07040466,0.062039923,0.006792868,0.211843,4.9238853,4.866665,101.190994,42.16
CP2714,LS2022,0.41756387,0.3891139,0.377475,0.39493333,0.39558057,0.43333335,0.4633528,0.42899165,0.4787278,0.19517778,0.11000555,0.3959389,0.30219722,0.020395763,0.15059745,-0.7166738,0.082792945,0.09613773,0.06409767,0.05854378,0.000499243,0.23036546,4.5396826,5.1391006,88.33721,42.16
CP2715,LS2022,0.42958335,0.40619167,0.386875,0.3969861,0.39850278,0.42486665,0.45261387,0.43711665,0.46731943,0.19964445,0.10766666,0.39191943,0.29908057,0.026868304,0.15608844,-0.7669465,0.07594312,0.10165786,0.067777894,0.061553225,0.02007548,0.2803473,3.7394348,5.681936,65.859375,42.16
CP2716,LS2022,0.43893057,0.41286387,0.40056667,0.4148222,0.41129165,0.4416972,0.47064443,0.44946943,0.4862278,0.20015,0.10661111,0.40506667,0.3095889,0.022775326,0.15522298,3.534242,0.07161608,0.08243775,0.05496313,0.05448867,0.008940105,0.3122588,2.826889,6.269613,45.109768,42.16
CP2717,LS2022,0.47436665,0.44904443,0.43620557,0.45834165,0.45359165,0.48353613,0.5165472,0.48294443,0.53441113,0.20790278,0.10657222,0.44043887,0.33738333,0.019542633,0.14624716,0.33614624,0.062982015,0.05219729,0.034800865,0.03914096,-0.000416404,0.23666342,4.5507314,5.173539,87.9679,40.07
CP2718,LS2022,0.4693028,0.46243613,0.4440472,0.46649165,0.46013335,0.48448613,0.51393057,0.4921472,0.53061665,0.20125555,0.10543889,0.43859165,0.3325139,0.029866746,0.15992339,-0.016366,0.06501674,0.05516878,0.03678198,0.039751805,0.009234219,0.19747916,5.131836,4.745355,108.14743,40.07
CP2719,LS2022,0.44506943,0.433825,0.41735557,0.43558335,0.43358057,0.46376943,0.49485835,0.46433613,0.51391665,0.18865,0.10501666,0.42760835,0.3293611,0.018725647,0.14306238,-2.0585868,0.06932126,0.073609926,0.049077466,0.047238328,0.005862633,0.22194958,4.443921,5.2439876,84.820404,40.07
CP2720,LS2022,0.43731665,0.42551665,0.41036387,0.42985,0.42334443,0.45195835,0.4828972,0.458625,0.49978887,0.18255,0.10301111,0.4221472,0.32364167,0.019848282,0.14744459,-7.478634,0.07207603,0.076406494,0.05094211,0.055753004,0.014962679,0.20809439,4.9522505,4.8840895,101.39582,40.07
CP2728,LS2022,0.46341665,0.44635835,0.42980557,0.44268887,0.44464443,0.48475835,0.51891387,0.49303057,0.5373778,0.19878334,0.10476666,0.42263613,0.31307222,0.052678436,0.19422606,-1.3035958,0.090065576,0.12258858,0.08173262,0.07093884,0.01255438,0.18599756,5.305306,4.6770196,113.43527,37.09
CP2729,LS2022,0.4631278,0.44209443,0.42361665,0.4326528,0.43296665,0.479625,0.51471943,0.48553887,0.53583057,0.20208889,0.10532222,0.41595,0.31482778,0.05994317,0.19438323,0.2696383,0.08634589,0.12712584,0.084757775,0.077532545,0.01027435,0.17729568,5.4458228,4.5699725,119.16535,37.09
CP2730,LS2022,0.4495528,0.4244278,0.41245,0.42846943,0.43081665,0.47541387,0.51029165,0.47848887,0.53013613,0.19963055,0.10507778,0.4283472,0.32480833,0.040587347,0.17666177,-1.7628317,0.09390118,0.11872261,0.079154976,0.07154593,0.009185233,0.19696623,5.164481,4.7941484,107.72698,37.09
CP2731,LS2022,0.4414278,0.40971943,0.39655833,0.40904167,0.4193472,0.47309165,0.51154443,0.4752972,0.53561113,0.20144445,0.10479722,0.42848887,0.32709722,0.043055814,0.17936584,-1.1069735,0.11494341,0.16194026,0.10796924,0.086304106,0.007569716,0.31581578,2.7609185,6.4235077,42.981678,37.09
CP2732,LS2022,0.42923335,0.398175,0.3867361,0.39301667,0.4033,0.46991665,0.51394165,0.47831665,0.53606665,0.19639445,0.10444722,0.3949639,0.2982389,0.09000887,0.23047367,-1.702542,0.13615267,0.21059206,0.1404064,0.11476886,0.011059932,0.31568348,2.7166973,6.433207,42.229374,37.93
CP2733,LS2022,0.44769165,0.43484165,0.42064165,0.4327028,0.43851943,0.4966472,0.5379028,0.50619443,0.55810557,0.20822778,0.1042,0.430225,0.32089443,0.07908693,0.22781564,-2.1961212,0.12707934,0.18574275,0.12383907,0.10698628,0.016211651,0.38314986,0.71515247,7.657004,9.339847,37.93
CP2734,LS2022,0.43933335,0.43040557,0.41736113,0.423375,0.42941387,0.48433335,0.52213057,0.5004722,0.5429972,0.20351945,0.10438889,0.42135557,0.31931667,0.08295841,0.22151145,-2.8907793,0.116789035,0.18306175,0.12205122,0.102658525,0.020017833,0.417779,0.70885596,7.589361,9.340127,37.93
CP2735,LS2022,0.4567028,0.42878335,0.41570835,0.43118335,0.43873887,0.48546943,0.52178613,0.48423613,0.5409,0.2067889,0.10459166,0.42551943,0.32334443,0.0568667,0.19161431,-2.4920092,0.09893487,0.13553166,0.09036248,0.07230896,0.003391705,0.32149234,2.5078674,6.5502496,38.286606,38.75
CP2736,LS2022,0.4330778,0.41343057,0.39626943,0.40564722,0.4073389,0.4494528,0.4823472,0.46076943,0.50201387,0.19076389,0.10421666,0.40668057,0.30198333,0.04488699,0.18709229,-0.81617755,0.09563196,0.13543464,0.09029739,0.07957309,0.019065456,0.15885901,5.60891,4.410688,127.16735,38.75
CP2737,LS2022,0.46628887,0.45505835,0.44140557,0.459825,0.46019443,0.504675,0.54186943,0.5076528,0.56240835,0.20375555,0.10469445,0.45523887,0.3455889,0.035142418,0.16824624,-129.59213,0.087786146,0.10612356,0.070754535,0.06237535,0.002692196,0.23817103,4.4902666,5.2543793,85.4619,38.75
CP2738,LS2022,0.45290835,0.4277028,0.41105557,0.42571387,0.42396387,0.4642278,0.49503057,0.46584165,0.50978613,0.19984722,0.10460555,0.40879167,0.30892222,0.05375146,0.19031714,-0.82707673,0.07485605,0.102525435,0.0683566,0.06461917,0.001978382,0.310181,2.8413254,6.33982,44.81741,38.75
CP2739,LS2022,0.47298057,0.4570278,0.442675,0.46159165,0.46319165,0.50824443,0.54501387,0.51511387,0.56674443,0.207475,0.10438889,0.46749165,0.34927778,0.042344436,0.18469383,3.397254,0.09560047,0.11917099,0.079453625,0.07062691,0.008645423,0.4178982,0.71163116,7.619078,9.340121,36.63
CP2740,LS2022,0.48130557,0.47420557,0.46680835,0.5011278,0.50039443,0.5378278,0.57513887,0.54200835,0.59385,0.20685,0.10443334,0.5091222,0.39024722,0.02734168,0.1582816,-0.2632005,0.08981213,0.07665685,0.051107865,0.049162928,0.005580247,0.5081927,0.6958636,7.449568,9.340993,36.63
CP2743,LS2022,0.47459443,0.46493057,0.45728613,0.50578887,0.50334165,0.5386778,0.57706943,0.5483972,0.59575835,0.208875,0.10489445,0.52781113,0.3995861,0.007304439,0.14229272,-0.094388664,0.11257254,0.0743602,0.04957643,0.048767913,0.009483854,0.35631862,1.2473107,7.3150487,17.05229,39.53
CP2744,LS2022,0.4570722,0.44791387,0.4392278,0.470825,0.4734028,0.51815835,0.55633057,0.52411387,0.57659443,0.20173611,0.10506111,0.49999443,0.3753139,0.008057523,0.1476377,0.25069728,0.10805893,0.10413397,0.069427416,0.06140557,0.00752527,0.2807548,3.600867,5.8310423,61.75679,39.53
CP2745,LS2022,0.4266528,0.4119778,0.40636943,0.4538778,0.45509165,0.49603613,0.53555557,0.49460557,0.5566028,0.19312778,0.1043,0.5031472,0.3879389,-0.022928108,0.10404414,1.2700086,0.119637646,0.08013515,0.053426966,0.048137393,-0.000347273,0.26781768,3.8928738,5.6417766,69.00199,39.53
CP2746,LS2022,0.42411113,0.40665278,0.404525,0.46156665,0.46343335,0.5050722,0.5444028,0.50953335,0.56831387,0.19565278,0.10468334,0.54186387,0.41646113,-0.039740704,0.08856627,0.107130624,0.13930774,0.09083054,0.060557567,0.055410273,0.006148917,0.2864079,3.470786,5.9248967,58.580696,39.27
CP2747,LS2022,0.4113972,0.40229722,0.39215557,0.43273613,0.44158613,0.48104443,0.51773613,0.4854222,0.5379028,0.18876666,0.10425,0.49131943,0.367375,-0.021284377,0.12021691,3.5960915,0.13398708,0.111931935,0.074626654,0.055812396,0.006445923,0.2504036,4.246358,5.4160566,78.406715,39.27
CP2748,LS2022,0.4190778,0.406325,0.402325,0.45581387,0.45871943,0.49314165,0.530375,0.49661943,0.55201665,0.18581111,0.10455,0.50366943,0.3773389,-0.018231038,0.122684285,-0.20078859,0.12857302,0.08010227,0.053405024,0.046954427,0.005407698,0.27823246,3.6588916,5.805481,63.024883,39.27
CP2749,LS2022,0.412375,0.40405278,0.3951111,0.42998613,0.42249443,0.47831665,0.51768613,0.4784028,0.5417972,0.17849722,0.10356111,0.44770835,0.329425,0.02320781,0.17122857,0.9336775,0.120576054,0.10611233,0.07074673,0.07751814,0.002924672,0.23937924,4.45954,5.257657,84.82,39.27
CP2750,LS2022,0.42414443,0.4056111,0.3992611,0.42504443,0.4296278,0.47953057,0.52035557,0.48768887,0.54640835,0.188825,0.10395,0.46205835,0.33638057,0.014281735,0.16913812,10.144794,0.12904222,0.14811786,0.098752916,0.083077714,0.013789178,0.24231753,4.3870996,5.3099885,82.6203,40.09
CP2751,LS2022,0.4466278,0.42928887,0.42009443,0.44998335,0.44898887,0.490175,0.529175,0.4936222,0.5543472,0.1966,0.10423889,0.47181387,0.35325557,0.004276607,0.1429487,-0.4510071,0.10419036,0.10444484,0.06963526,0.062408704,0.007138512,0.1998314,5.0778657,4.810182,105.56493,40.09
CP2752,LS2022,0.436725,0.42201387,0.40864722,0.43146943,0.43256387,0.47075,0.50574443,0.475475,0.528375,0.19643889,0.10492778,0.4436528,0.3333889,0.016611798,0.15557227,0.8553192,0.097272,0.10665376,0.07110849,0.062438376,0.00731591,0.26608515,3.9349111,5.6164856,70.06557,40.09
CP2753,LS2022,0.45618887,0.43153335,0.4223472,0.45253613,0.4582722,0.5004,0.536175,0.5002278,0.5614972,0.20547778,0.10524445,0.46465557,0.34876667,0.022259658,0.16244625,0.25061107,0.10984796,0.1116478,0.0744379,0.060931437,0.004960631,0.2728247,3.7802603,5.715516,66.1451,40.09
CP2754,LS2022,0.45416387,0.43206943,0.4212528,0.44850557,0.4641,0.50586387,0.54375,0.50536113,0.5676972,0.20379445,0.10487778,0.47985835,0.3622111,0.008691744,0.14540878,1.3127512,0.11819682,0.12976602,0.08651751,0.05454881,0.001915869,0.2084742,4.9029604,4.9195685,99.67001,40.89
CP2755,LS2022,0.47174443,0.46440835,0.4593528,0.50609443,0.50141113,0.53831113,0.57554443,0.53993887,0.59761943,0.20404445,0.10444445,0.52275557,0.39990833,0.002165717,0.13224018,0.47306114,0.10230034,0.065891825,0.043930788,0.046476066,0.00467594,0.26633745,3.9038672,5.6242085,69.419,40.89
CP2756,LS2022,0.44048057,0.42521943,0.41725835,0.45829165,0.45653613,0.49141387,0.52974443,0.50153335,0.5510028,0.19348611,0.10437222,0.4928472,0.37129722,-0.012434023,0.12386731,0.25784683,0.11430675,0.08736123,0.058244903,0.057017032,0.013694179,0.21722347,4.809403,4.991657,96.3556,40.89
CP2757,LS2022,0.46516943,0.45405,0.45148613,0.50701665,0.50753887,0.54096113,0.57926113,0.5409028,0.60078335,0.2,0.10464445,0.54828887,0.4200028,-0.021196382,0.10810963,-1.1260636,0.1149769,0.06402087,0.042683274,0.038446404,0.002299048,0.2121462,4.860542,4.9466925,98.25848,40.89
