PName,Yseason,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,VHI,SMCI,EVI,GNDVI,SAVI,SR,EDI,TCI,albedo,Yield,CWP,ETa,LST
CP2758,LS2022,0.45341113,0.43285835,0.43104165,0.49345557,0.49583613,0.5361778,0.57540557,0.53498613,0.59916665,0.19995278,0.10415,0.56524443,0.4337028,-0.043734856,0.086203374,0.063345574,0.14213955,0.083790876,0.055864386,0.0476307,0.000913326,0.22746971,4.588414,5.1304665,89.4354,41.45
CP2759,LS2022,0.44421943,0.4264278,0.4220278,0.4706472,0.47235,0.5209778,0.56514165,0.52871387,0.59138613,0.19516111,0.10384445,0.53686665,0.39752778,-0.02294671,0.12535734,0.7343631,0.14777428,0.123818964,0.082551934,0.07530325,0.012480527,0.21750636,4.772397,4.995395,95.54218,41.45
CP2760,LS2022,0.41901943,0.40935,0.3991139,0.44448613,0.44836387,0.48319443,0.52121943,0.49401943,0.5432528,0.18565834,0.10385,0.5186528,0.392725,-0.039318882,0.0967078,-0.50839007,0.13253261,0.100504234,0.06700758,0.057168633,0.013158241,0.25334105,4.1067446,5.4480367,75.38098,41.45
CP2761,LS2022,0.42290557,0.4132028,0.4118,0.47193335,0.4696472,0.50835835,0.54676943,0.51603057,0.569425,0.18749722,0.10385,0.54856665,0.4229222,-0.037515912,0.09133521,-0.5849026,0.13298191,0.07843405,0.052292533,0.05273665,0.007994433,0.30036858,3.025017,6.1697736,49.029884,40.78
CP2762,LS2022,0.40196052,0.37572104,0.37712896,0.42757104,0.4381263,0.4811263,0.52177896,0.48600264,0.54576577,0.18454445,0.10372632,0.53245264,0.40582104,-0.05028263,0.08482963,-0.16379797,0.1492133,0.116407044,0.077609874,0.060503654,0.007836293,0.25282922,4.0790195,5.4804554,74.43154,40.78
CP2763,LS2022,0.41143945,0.38303948,0.3816342,0.44653945,0.45003423,0.48798687,0.52867104,0.49301577,0.55033945,0.18345526,0.10365264,0.54486577,0.41771313,-0.056196496,0.075527765,0.19265689,0.15014304,0.085757695,0.057175413,0.049156938,0.004264219,0.26459032,3.895327,5.5965195,69.6044,40.78
CP2764,LS2022,0.39062368,0.37594473,0.36770527,0.41112104,0.42180527,0.4619763,0.49896577,0.46470264,0.52548945,0.17871842,0.1037,0.51470527,0.39262368,-0.05602266,0.07814806,0.33495638,0.13740358,0.107738584,0.07183064,0.054165464,0.003583874,0.24488103,4.2846763,5.3330564,80.34191,40.78
CP2765,LS2022,0.4043,0.36688684,0.35120527,0.37355,0.37922368,0.41118687,0.44587896,0.41189736,0.4683737,0.17843948,0.10370526,0.42598687,0.31991843,-0.028418565,0.113463596,1.1117934,0.09517521,0.09550462,0.06367527,0.05003945,0.003024253,0.20028202,4.986411,4.818309,103.48915,41.68
CP2766,LS2022,0.42722896,0.39780264,0.3902,0.4305,0.43606055,0.4686421,0.50403945,0.46650264,0.52608687,0.18584736,0.10383158,0.49875527,0.38050264,-0.040713996,0.09272467,0.38868132,0.1057151,0.07540323,0.050272506,0.037758537,-0.001546542,0.19328097,5.0839185,4.7450852,107.141045,41.68
CP2767,LS2022,0.4256816,0.40609736,0.40241843,0.45928945,0.46271313,0.49641577,0.535,0.5041737,0.55980264,0.18926316,0.10429474,0.5594079,0.42787104,-0.052632947,0.079288185,0.08064751,0.1282714,0.077465616,0.051646754,0.045098428,0.007777166,0.2822868,3.444567,5.8744283,58.636814,41.68
CP2768,LS2022,0.4338921,0.41019736,0.40548948,0.44852896,0.45751055,0.49385264,0.5318184,0.48645264,0.55469473,0.19113422,0.10451052,0.51566313,0.3868342,-0.03689459,0.10318363,-0.24333909,0.10705495,0.07563765,0.050428588,0.035711978,-0.006540763,0.29616663,3.0862476,6.108463,50.524235,41.68
CP2769,LS2022,0.47148945,0.44391055,0.43890527,0.50327896,0.50358687,0.5396237,0.57915264,0.53832104,0.60181055,0.20569736,0.10437894,0.57781055,0.43571577,-0.04208068,0.09663802,-0.31012654,0.12888204,0.06740206,0.044937573,0.04143361,0.002143766,0.31521466,2.5692139,6.451873,39.82188,41.07
CP2770,LS2022,0.45825264,0.4437079,0.43351055,0.47980527,0.48291055,0.51480264,0.5510184,0.52041313,0.57013945,0.19797368,0.1044421,0.52814473,0.39463684,-0.017053138,0.12570636,0.38717148,0.112726875,0.08017407,0.053453032,0.04500518,0.007800022,0.29831156,3.0534817,6.145522,49.687073,41.07
CP2771,LS2022,0.46820527,0.4399763,0.4288079,0.46788687,0.4687184,0.5033184,0.53923945,0.50878945,0.56394736,0.20160526,0.10426842,0.51257104,0.38163948,-0.013335547,0.1292403,0.13062036,0.10575223,0.07884248,0.05256524,0.04803294,0.006604287,0.24159448,4.34191,5.295075,81.99903,41.07
CP2774,LS2022,0.46663423,0.4504237,0.44138423,0.48133945,0.48176577,0.51339473,0.5472263,0.51362896,0.5667921,0.19924474,0.1042421,0.51002896,0.37817368,-0.005637332,0.13915564,0.074643016,0.09305787,0.06564857,0.043768775,0.038302448,0.001813677,0.33959946,1.8967997,6.9226723,27.399845,38.59
CP2775,LS2022,0.42313423,0.4114079,0.40082368,0.44176055,0.44383945,0.4747316,0.5091421,0.4798921,0.52861055,0.18080526,0.10379474,0.48677104,0.36536843,-0.010978342,0.12861049,0.17496414,0.1020294,0.07106098,0.047376998,0.04194982,0.006307858,0.29343426,3.2806309,6.0520997,54.21079,38.59
CP2776,LS2022,0.41900264,0.39310264,0.38438157,0.42775264,0.43139736,0.4655579,0.50159473,0.46660264,0.52409473,0.18086316,0.10387894,0.4843316,0.36684736,-0.02263127,0.11304647,0.09565172,0.109573394,0.076057665,0.05070853,0.043888245,0.003177894,0.33787876,1.7400303,6.931439,25.104258,42.72
CP2777,LS2022,0.4366,0.43210264,0.4256079,0.46598945,0.4511421,0.48683945,0.5232684,0.5107079,0.54575264,0.19133158,0.104,0.49860527,0.37007368,0.011214467,0.15861058,-0.18656224,0.10653939,0.0834842,0.055659637,0.076025374,0.0309965,0.35402,1.1852177,7.272242,16.307474,42.72
CP2778,LS2022,0.45578687,0.43614736,0.42853423,0.4634184,0.46145,0.50397104,0.54604473,0.51137104,0.56968687,0.19415,0.1037421,0.50254736,0.36715527,0.004976112,0.1578598,0.70736814,0.10872167,0.104151085,0.069439076,0.06698419,0.011847326,0.3479249,1.3728722,7.160133,19.174482,42.72
CP2779,LS2022,0.4738237,0.44734473,0.43994736,0.48150527,0.49628423,0.5356579,0.57677104,0.5309263,0.59953687,0.20313422,0.10409474,0.53025527,0.38363684,-0.007005115,0.14946297,0.2316706,0.12402335,0.10845921,0.072311334,0.044521518,-0.001669181,0.26358366,3.7873816,5.6321373,67.2459,42.72
CP2781,LS2022,0.45484165,0.4387972,0.4170472,0.42453057,0.43266943,0.4797028,0.514575,0.4832528,0.53605835,0.20526667,0.10707222,0.4211722,0.32036667,0.059816375,0.19886655,-0.96052873,0.09903167,0.15201932,0.10135555,0.080635466,0.0091149,0.34910506,1.3186854,7.2006426,18.313904,42.31
CP2782,LS2022,0.45896113,0.4574778,0.4373778,0.44586943,0.44925835,0.49053057,0.52288887,0.4946222,0.54273057,0.20886667,0.10775,0.4375028,0.32951943,0.047733057,0.19045985,0.2554592,0.08537388,0.13277239,0.08852352,0.072961845,0.007198646,0.2991075,3.1114688,6.089235,51.10472,42.31
CP2783,LS2022,0.43700835,0.4131,0.4003389,0.414275,0.42143613,0.46784165,0.50414443,0.4697472,0.5232278,0.19585,0.10621111,0.41483613,0.3105,0.044619754,0.18509828,1.6404477,0.11171513,0.15621354,0.10415212,0.081593916,0.008327765,0.19047748,5.0939985,4.733035,107.626976,42.31
CP2784,LS2022,0.41843887,0.39998057,0.37980833,0.387475,0.3889111,0.42318335,0.45234443,0.43360835,0.46961113,0.19212778,0.10638889,0.38937222,0.2909611,0.026813695,0.16638044,-0.3653874,0.088765025,0.12261896,0.08175361,0.07415173,0.015004119,0.19549859,5.0497437,4.7704644,105.85433,42.31
CP2785,LS2022,0.39848057,0.3788111,0.35784443,0.36591667,0.365075,0.39692778,0.42375557,0.39687778,0.4412028,0.18434166,0.10931111,0.3639611,0.2715389,0.018353691,0.15958408,-0.3389933,0.06561873,0.08937234,0.059587553,0.05720241,-0.000189362,0.16718255,5.425682,4.4861383,120.94342,42.16
CP2786,LS2022,0.42433057,0.39319167,0.37997222,0.39569167,0.39873057,0.43628887,0.46923335,0.43104165,0.485925,0.19873889,0.10944445,0.39912222,0.3063639,0.019691266,0.14838617,0.6164391,0.082411915,0.10129043,0.06753347,0.058135226,-0.00018369,0.27204695,3.724963,5.6987844,65.36535,42.16
CP2787,LS2022,0.4175528,0.3916389,0.3748889,0.3870361,0.38865557,0.42075835,0.4489278,0.42346943,0.46561387,0.19737778,0.10785278,0.38881943,0.29903333,0.017167859,0.14480186,4.840036,0.07556038,0.09592303,0.06395442,0.05719121,0.006152827,0.16796903,5.4059365,4.497654,120.19461,42.16
CP2788,LS2022,0.42405557,0.391925,0.37315,0.38249167,0.38710557,0.4214278,0.45246387,0.42723335,0.47066113,0.200075,0.10807778,0.38563057,0.29312222,0.025239136,0.15764102,-0.58800346,0.08470324,0.11943072,0.07962761,0.06668678,0.013167133,0.17277484,5.3440737,4.5426836,117.641335,42.16
CP2789,LS2022,0.48279443,0.46991113,0.45290557,0.47343887,0.46885835,0.49871665,0.52835835,0.5011722,0.54586113,0.21936943,0.10739445,0.45229443,0.34720833,0.020341296,0.14871708,-0.40160307,0.06563699,0.06271858,0.04181578,0.04322261,0.004934391,0.1759036,5.3716704,4.5760007,117.38805,40.07
CP2790,LS2022,0.4628472,0.43751387,0.41821665,0.4344028,0.4316278,0.46256387,0.49324443,0.4622278,0.50908335,0.20660833,0.10624722,0.40554167,0.30694443,0.03196274,0.16166028,1.9117222,0.060331874,0.06510783,0.04340884,0.046000585,0.001105719,0.19116996,5.1930884,4.698543,110.526115,40.07
CP2791,LS2022,0.47586665,0.46028335,0.4421222,0.46081943,0.4563472,0.48824165,0.51863887,0.49293057,0.53420835,0.21046943,0.10572222,0.43815,0.3318861,0.028652012,0.16220252,-15.087038,0.071994156,0.07733609,0.051561702,0.05261131,0.007027968,0.21575592,4.9238433,4.90496,100.39669,40.07
CP2792,LS2022,0.44973887,0.42930835,0.41431387,0.4299972,0.4305778,0.46423887,0.49626665,0.4697778,0.51295835,0.19369722,0.10498889,0.42264165,0.3173361,0.03139972,0.16946287,-0.113784045,0.08431629,0.10369917,0.06913894,0.05947345,0.009515105,0.2276629,4.6136904,5.132949,89.88417,40.07
CP2800,LS2022,0.45433335,0.43506665,0.414025,0.4198222,0.4219,0.46736665,0.5010278,0.4792972,0.52149165,0.19750555,0.1057,0.40719722,0.30068057,0.06611612,0.21300653,-0.011430216,0.09557504,0.14953096,0.0996959,0.08735045,0.020816647,0.21608287,4.9911924,5.1287313,97.27798,37.09
CP2801,LS2022,0.42003057,0.411075,0.39150278,0.39621943,0.39780833,0.44276943,0.47689165,0.45811943,0.49753335,0.18870834,0.10447778,0.3927111,0.29515,0.0571348,0.19457732,-0.8453406,0.10070151,0.15605357,0.10404489,0.0896828,0.019576535,0.22775239,4.759739,5.089849,93.51479,37.09
CP2802,LS2022,0.4103528,0.38222778,0.3664111,0.3717611,0.3791111,0.43023887,0.46623613,0.43796943,0.48778613,0.18695555,0.10539445,0.3866111,0.288875,0.046533853,0.18864432,-1.3867469,0.10912789,0.16229363,0.108204775,0.09094347,0.012788272,0.26559603,4.071499,5.5836644,72.93133,37.09
CP2803,LS2022,0.43173335,0.39612222,0.38515557,0.39997222,0.4073639,0.46331943,0.50270835,0.47348887,0.52699165,0.19793889,0.10522222,0.4277472,0.323875,0.04327653,0.18094592,0.70061916,0.12740752,0.17121124,0.11415009,0.09825277,0.016284507,0.23066261,4.653449,5.169501,90.04937,37.09
CP2804,LS2022,0.42198887,0.4079639,0.39206667,0.39605278,0.404025,0.45775,0.49510557,0.4712722,0.51781387,0.19905,0.10495,0.4098,0.3135139,0.066665694,0.20311007,-1.5288349,0.11414546,0.18054286,0.120371796,0.09980968,0.01996182,0.24344918,4.4068975,5.332969,82.66001,37.93
CP2805,LS2022,0.43825835,0.4331,0.42211387,0.4428528,0.443025,0.48006665,0.51364443,0.48795835,0.53303887,0.20236111,0.10598889,0.45025557,0.34860278,0.026202438,0.15387839,4.466133,0.09238842,0.103615,0.06908225,0.0638515,0.011865945,0.28875825,3.394383,5.9991016,56.624466,37.93
CP2806,LS2022,0.44096943,0.41566665,0.3998889,0.4035861,0.41654443,0.48561387,0.5309,0.50111943,0.5546722,0.20932778,0.10584722,0.4103722,0.31303057,0.10528066,0.24392326,-1.3595096,0.14463514,0.23144993,0.15431243,0.12598982,0.023798674,0.28113532,3.5702903,5.887761,60.706467,37.93
CP2807,LS2022,0.42719443,0.4256722,0.4087111,0.41818887,0.42253887,0.468775,0.50303887,0.49178613,0.5237028,0.1966,0.10515555,0.44008335,0.3306611,0.04324557,0.18456495,-3.8947263,0.11780516,0.16632535,0.11089221,0.097477034,0.03160129,0.24177386,4.422439,5.30542,83.36611,38.75
CP2808,LS2022,0.47734443,0.46338057,0.45288057,0.48000557,0.4758,0.51560835,0.55059165,0.51444443,0.57203613,0.20745278,0.10559445,0.47728335,0.36697222,0.025295109,0.15377595,0.036888693,0.078522526,0.072721824,0.04848473,0.04983715,0.00144266,0.24415927,4.426426,5.298782,83.5529,38.75
CP2809,LS2022,0.50838613,0.49566943,0.47995835,0.50219443,0.49816387,0.53486665,0.5714278,0.5406972,0.5902222,0.21500557,0.10497222,0.48418335,0.36665278,0.04379001,0.17683241,1.0342839,0.072689764,0.08129202,0.054198973,0.052472647,0.006940884,0.2771291,3.7240168,5.769917,64.54648,38.75
CP2810,LS2022,0.47485,0.45431665,0.4370972,0.45206943,0.45216113,0.48971113,0.52453335,0.49260835,0.5421972,0.19871666,0.10367778,0.44138057,0.33712222,0.04786481,0.17741597,-0.89988184,0.07096038,0.090594165,0.060401283,0.055267323,0.004114921,0.24192138,4.376318,5.333139,82.1239,38.75
CP2811,LS2022,0.4839722,0.4431,0.4287972,0.44505835,0.44563335,0.4852778,0.52224165,0.48321113,0.54165,0.206625,0.10417778,0.42986113,0.3327639,0.051005628,0.17371726,-0.3642467,0.07018593,0.08547019,0.05698485,0.05085426,-0.002277826,0.38068202,0.7339403,7.6883235,9.54698,36.63
CP2812,LS2022,0.46843057,0.45998335,0.4440028,0.46266943,0.46164443,0.5046,0.5426972,0.51221113,0.56031113,0.20270278,0.10453334,0.44971665,0.33883057,0.063332945,0.2045244,0.13089018,0.09160919,0.11588614,0.07726382,0.07153616,0.00993838,0.50099224,0.69719714,7.4639106,9.34091,36.63
CP2815,LS2022,0.46176387,0.44264443,0.4355,0.46660557,0.47288887,0.51871943,0.55811387,0.5258528,0.5799778,0.2087861,0.10519445,0.48438613,0.3679111,0.025771309,0.15976593,-0.2588921,0.11526071,0.11525605,0.0768425,0.06507348,0.008969354,0.27565378,3.7022744,5.7715273,64.14821,39.53
CP2816,LS2022,0.454625,0.44848057,0.43968887,0.46819443,0.47548057,0.52358057,0.56176665,0.5348972,0.58406943,0.20371111,0.10452778,0.5000222,0.37431943,0.020998567,0.16380362,1.7328285,0.12735106,0.13905564,0.09271041,0.07444815,0.013775313,0.25627786,4.1031743,5.4970345,74.64948,39.53
CP2817,LS2022,0.44131943,0.41475,0.4070361,0.43254443,0.44041113,0.49526943,0.53670557,0.50335557,0.56043887,0.20131945,0.10479445,0.46446943,0.34497778,0.027414802,0.17371903,-3.0680716,0.13205908,0.15669037,0.104468085,0.08726393,0.014303422,0.29006276,3.574922,5.8585362,61.0213,39.53
CP2818,LS2022,0.4278528,0.41221665,0.40059167,0.42421387,0.4327472,0.4805972,0.51918613,0.48808613,0.54031387,0.199425,0.10562778,0.45511665,0.3377611,0.01954325,0.16579969,10.321753,0.12287183,0.14268312,0.09512931,0.07794396,0.012604907,0.2739384,3.7658298,5.738684,65.62184,39.27
CP2819,LS2022,0.42730835,0.4015,0.38913333,0.41538335,0.41870835,0.4644222,0.50251665,0.480275,0.5273972,0.196275,0.10572778,0.44553613,0.32712222,0.022613233,0.17298791,-0.16193886,0.13264221,0.14440876,0.09627974,0.0879018,0.023959672,0.22968751,4.6523003,5.1373353,90.56003,39.27
CP2820,LS2022,0.44448335,0.42091943,0.41703335,0.46418887,0.46468335,0.50359165,0.54173057,0.50484443,0.564325,0.20256111,0.10503889,0.4961972,0.3696361,-0.010199077,0.13198942,-1.9765241,0.122734085,0.08773833,0.058496483,0.055295493,0.004639915,0.2541337,4.151538,5.480442,75.7727,39.27
CP2821,LS2022,0.43961665,0.428925,0.42069165,0.44944443,0.44059165,0.47970557,0.51381943,0.49511943,0.53429165,0.19224445,0.10480555,0.45341943,0.33541667,0.021698393,0.16606337,0.051303755,0.102775514,0.0986798,0.0657915,0.07370666,0.01900424,0.19243734,5.209591,4.7311306,110.113045,39.27
CP2822,LS2022,0.4656472,0.44635557,0.43256113,0.4527472,0.45421113,0.48946113,0.52323887,0.49273057,0.54334165,0.20260278,0.10486111,0.43725835,0.32084722,0.03676981,0.18434219,0.22707042,0.086655,0.1013509,0.06757307,0.057277456,0.00858413,0.18882093,5.234052,4.6872754,111.668564,40.09
CP2823,LS2022,0.48634165,0.47011943,0.45698335,0.48401943,0.48360835,0.5235528,0.5626,0.52463057,0.58425,0.20842778,0.10497778,0.472775,0.35029722,0.030123815,0.17345819,-1.9949883,0.091608256,0.09524966,0.063504815,0.05571762,0.004591673,0.22400337,4.6915283,5.096315,92.06753,40.09
CP2824,LS2022,0.46306387,0.44261387,0.4298472,0.449375,0.45466387,0.49893057,0.53519165,0.50820557,0.5549528,0.20672222,0.10506666,0.44284165,0.32632222,0.054033175,0.20211157,-5.3656454,0.10790475,0.13731979,0.09155396,0.076400526,0.013106824,0.31525132,2.6579805,6.4365807,41.296436,40.09
CP2825,LS2022,0.4486778,0.42918887,0.41486113,0.42876387,0.4315722,0.48735835,0.5282028,0.49976113,0.5516528,0.20474166,0.10530555,0.43695,0.3259,0.057150863,0.20140679,-2.8663104,0.118874684,0.161804,0.10787786,0.09556384,0.014650554,0.32347214,2.3545615,6.6138806,35.603855,40.09
CP2826,LS2022,0.44543887,0.44504165,0.43743887,0.47565,0.47438887,0.51056113,0.54861387,0.51639443,0.5710778,0.20014722,0.1048,0.50778057,0.38977778,-0.009712896,0.11737332,-0.21271542,0.10431653,0.081417665,0.0542821,0.052588973,0.009119618,0.20753601,4.903465,4.915127,99.78156,40.89
CP2827,LS2022,0.43128613,0.41621943,0.4124278,0.46369165,0.4645,0.4961972,0.5328278,0.49751387,0.55150557,0.19436666,0.10513334,0.53354165,0.42271387,-0.0547532,0.05794687,2.3266308,0.11632004,0.065079145,0.043388907,0.038863715,0.000795314,0.21593894,4.7925317,4.999902,95.85739,40.89
CP2828,LS2022,0.438975,0.41909443,0.41083887,0.4440472,0.44734443,0.48398335,0.52138887,0.49153057,0.54488613,0.19313611,0.10439445,0.47746665,0.36549443,-0.000735927,0.13210243,0.64881885,0.115624614,0.1070431,0.07136756,0.061418567,0.01204698,0.31952628,2.5304456,6.4960337,38.983746,40.89
CP2829,LS2022,0.43364165,0.41463613,0.4058611,0.43323057,0.4379278,0.4817278,0.51803335,0.486,0.53995557,0.18799445,0.10436111,0.46100835,0.3371139,0.004709145,0.15715033,0.2662487,0.1161595,0.12234397,0.08156908,0.06830077,0.008133701,0.17560127,5.384355,4.553255,118.26704,40.89
CP2830,LS2022,0.4508472,0.42976665,0.42363613,0.47848887,0.47313057,0.51375,0.553825,0.51963613,0.5793222,0.19710834,0.10402778,0.54001943,0.41105835,-0.03343068,0.099596396,-0.010353706,0.13150729,0.0863553,0.057574235,0.061341047,0.011560774,0.23806141,4.370479,5.2823753,82.7623,41.45
CP2831,LS2022,0.42816943,0.4213222,0.42095835,0.480625,0.48428887,0.51825557,0.55860835,0.51801387,0.57736943,0.18936666,0.1038,0.5577972,0.43886943,-0.049839444,0.06881557,-0.2209485,0.12358881,0.06718572,0.04479323,0.037418816,0.000509197,0.23127824,4.5466484,5.1598153,88.12251,41.45
CP2832,LS2022,0.408425,0.38112222,0.38572778,0.45651113,0.45983335,0.49961943,0.54009443,0.49898057,0.5622278,0.18758334,0.10401666,0.55953057,0.4345778,-0.06345136,0.062759824,0.060669325,0.15383676,0.08401197,0.056011673,0.049221296,0.001880893,0.27283278,3.7227004,5.72184,65.067986,41.45
CP2833,LS2022,0.42471943,0.39996667,0.39282222,0.4425028,0.44623613,0.47940557,0.51623887,0.48646665,0.5340722,0.19108611,0.10405,0.5159472,0.3975389,-0.038744688,0.0908697,0.0650066,0.12727462,0.08143579,0.054294016,0.046123028,0.005885477,0.30968416,2.7632893,6.3358407,43.61405,40.78
CP2834,LS2022,0.3971361,0.3748158,0.36864211,0.4264579,0.42964473,0.46028945,0.4955278,0.46578423,0.51228335,0.18106389,0.10380526,0.50589736,0.38157778,-0.045940597,0.09765135,-0.21798927,0.13711941,0.07828981,0.052196763,0.045927048,0.007297226,0.25365317,4.0407007,5.5061507,73.39985,40.78
CP2835,LS2022,0.4121,0.38450264,0.38043948,0.4361316,0.4407684,0.47821577,0.51422104,0.47166577,0.53691313,0.18307106,0.10368948,0.5164763,0.39749473,-0.054822296,0.07454424,0.29178196,0.12745792,0.06933036,0.046223328,0.037597228,-0.008398249,0.27276537,3.6956733,5.7288117,64.510895,40.78
CP2836,LS2022,0.38711052,0.37702368,0.3720342,0.43198687,0.42637896,0.45916577,0.4924,0.46763687,0.5108263,0.17412632,0.10365264,0.5084184,0.38917632,-0.041920234,0.091844834,-0.92511404,0.12858033,0.06478403,0.043192092,0.049417045,0.008514416,0.27132615,3.754619,5.6898985,65.99268,40.78
CP2837,LS2022,0.3931342,0.37092368,0.36252368,0.39907896,0.40302632,0.4385737,0.47170527,0.4424763,0.49158945,0.17639474,0.1037421,0.4707263,0.35566316,-0.032883286,0.10584302,-3.5814598,0.11583469,0.09576791,0.0638501,0.05285808,0.004664977,0.24662067,4.2309937,5.355239,79.00895,41.68
CP2838,LS2022,0.40669736,0.38543948,0.37244736,0.4103263,0.4131237,0.4459763,0.47971313,0.4481421,0.49873945,0.17791052,0.10383158,0.4665316,0.3524658,-0.025295252,0.11197518,-0.025284007,0.10743034,0.081118815,0.054083206,0.047837216,0.004741053,0.19536068,5.074861,4.751869,106.80428,41.68
CP2839,LS2022,0.4127184,0.40452104,0.3915842,0.42943945,0.43076313,0.46776055,0.5028921,0.47647896,0.52468423,0.18147632,0.10400526,0.49797104,0.37598157,-0.025910167,0.112404004,-0.6761058,0.114169866,0.09511577,0.06341498,0.05850316,0.011855034,0.2325594,4.483407,5.1769032,86.605675,41.68
CP2840,LS2022,0.4083342,0.37367104,0.36317368,0.39382896,0.40643157,0.44421055,0.48123687,0.4361921,0.50859473,0.18133422,0.10435264,0.46819736,0.34959473,-0.04314131,0.09949232,0.90163994,0.10522554,0.092482276,0.061659545,0.041120123,-0.007283445,0.19382362,5.07171,4.7543054,106.6781,41.68
CP2841,LS2022,0.4287684,0.4139316,0.40897104,0.4676263,0.4685263,0.50323687,0.5417921,0.51408687,0.5664263,0.19041578,0.10426842,0.55961313,0.42348945,-0.045718227,0.09041679,8.906808,0.13896106,0.08644842,0.05763595,0.054526724,0.01529857,0.2231578,4.649408,5.0719028,91.670845,41.07
